,sentiment,avg_rating,avg_sentiment,avg_time_window,review_count,std,review_length,rating,label
33761,0.8781,4.0,0.9398666666666666,85.66666666666667,3,0.0,48,4,-1
57146,0.893,4.714285714285714,0.951957142857143,122.42857142857143,7,0.4517539514526256,19,5,-1
182326,0.842,3.25,0.470975,0.5,4,0.82915619758885,42,3,-1
162600,0.9462,4.4,0.90266,55.0,5,0.8,83,5,-1
148290,-0.6079,4.0,-0.6079,6.0,1,0.0,14,4,-1
114552,-0.7065,4.333333333333333,0.7727888888888889,34.666666666666664,9,0.9428090415820632,56,2,-1
23524,0.5547,2.5,0.6951499999999999,57.5,2,0.5,143,2,-1
5295,0.0774,3.5,0.3811,38.0,2,0.5,311,3,-1
144556,0.9758,3.5,0.97285,29.0,2,0.5,94,4,-1
178925,0.9432,3.4,0.44117999999999996,41.6,5,1.3564659966250536,58,5,-1
138361,0.891,4.5,-0.02529999999999999,0.0,2,0.5,58,5,-1
8996,0.8338,4.5,0.9079999999999999,0.0,2,0.5,187,5,-1
141523,0.5785,4.666666666666667,0.7708666666666666,10.0,3,0.4714045207910317,35,5,-1
43345,0.9454,3.875,0.9176875,166.25,8,0.5994789404140899,54,5,-1
169918,0.9646,3.9,0.49214,23.5,10,1.445683229480096,82,5,-1
83177,0.7469,4.4,0.38548,90.2,5,0.48989794855663565,147,4,-1
91511,0.8589,5.0,0.91255,144.5,2,0.0,87,5,-1
162099,0.8979,4.333333333333333,0.9549,128.66666666666666,3,0.9428090415820634,87,5,-1
92079,0.9862,5.0,0.9862,637.0,1,0.0,133,5,-1
156995,0.9474,3.5,0.97085,0.0,2,1.5,65,5,-1
104762,0.9656,4.5,0.9662,36.0,2,0.5,123,5,-1
155717,0.9556,5.0,0.9556,0.0,1,0.0,49,5,-1
144463,0.9269,5.0,0.9269,31.0,1,0.0,9,5,-1
179552,0.433,3.0,0.433,0.0,1,0.0,39,3,-1
88359,-0.3998,3.0,-0.3998,14.0,1,0.0,28,3,-1
113180,0.3875,5.0,0.3875,0.0,1,0.0,5,5,-1
170647,0.836,4.617021276595745,0.8172212765957446,10.340425531914894,47,0.8135342252895815,75,5,-1
67939,0.8196,3.5,0.8342499999999999,0.0,2,0.5,73,3,-1
13749,0.9467,3.0,0.9467,0.0,1,0.0,133,3,-1
174176,0.8449,4.696969696969697,0.8692757575757576,18.181818181818183,33,0.521353046487432,40,4,-1
49193,0.9486,4.25,0.9442875000000001,0.5,8,0.6614378277661477,199,5,-1
180335,0.9199,4.0,0.9199,165.0,1,0.0,105,4,-1
27008,0.6984,1.0,0.6984,0.0,1,0.0,102,1,-1
99694,0.9153,4.0,0.9153,1.0,1,0.0,36,4,-1
54821,0.7132,4.0,0.7132,0.0,1,0.0,22,4,-1
8721,0.9941,4.0,0.9941,0.0,1,0.0,188,4,-1
121874,0.9611,4.5,0.9594,0.0,2,0.5,70,4,-1
65647,0.7427,2.6666666666666665,0.8604333333333334,0.0,3,1.247219128924647,31,1,-1
113395,0.9066,4.5,0.868,83.0,2,0.5,54,5,-1
32444,0.9645,4.5,0.96545,49.0,2,0.5,166,4,-1
179059,0.9544,4.533333333333333,0.8412666666666666,42.4,15,0.4988876515698589,40,4,-1
89570,0.9116,4.666666666666667,0.9223333333333333,168.0,3,0.4714045207910317,30,4,-1
37061,0.3395,4.0,0.73755,27.666666666666668,12,1.0,69,1,-1
152267,0.1004,3.5,0.42735,0.5,2,0.5,43,3,-1
139442,-0.9437,3.0,0.2588,180.0,3,1.4142135623730951,115,1,-1
100987,0.9674,3.6666666666666665,0.9012166666666667,41.0,6,0.9428090415820635,97,4,-1
167398,0.8865,1.0,0.8865,142.0,1,0.0,53,1,-1
129313,0.9734,4.2,0.9719599999999999,0.0,5,0.39999999999999997,49,4,-1
78872,0.9747,4.0,0.9747,0.0,1,0.0,73,4,-1
149237,0.784,5.0,0.784,321.0,1,0.0,33,5,-1
107257,0.9647,4.5,0.97315,113.75,4,0.5,21,4,-1
190562,0.9513,4.714285714285714,0.9521642857142857,18.0,14,0.4517539514526256,108,4,-1
32584,0.8225,5.0,0.8225,579.0,1,0.0,10,5,-1
35102,0.3903,4.2,0.60058,26.8,5,0.39999999999999997,12,4,-1
182399,0.9953,4.5,0.6506500000000001,5.833333333333333,6,0.5,246,4,-1
196071,0.969,4.125,0.723309375,9.59375,32,1.1388041973930374,128,5,-1
122281,0.8807,4.0,0.8807,61.0,1,0.0,35,4,-1
169022,0.8549,4.0,0.6382,0.0,2,0.0,56,4,-1
90565,0.7538,3.888888888888889,0.5856666666666667,105.66666666666667,9,1.1967032904743342,59,4,-1
162537,0.9543,4.333333333333333,0.9384166666666666,54.333333333333336,6,0.4714045207910317,76,5,-1
171060,-0.8506,3.0,0.05319999999999997,92.0,2,0.0,56,3,-1
156237,0.9786,4.0,0.9786,1.0,1,0.0,129,4,-1
194863,0.9861,5.0,0.9861,0.0,1,0.0,144,5,-1
191166,0.9164,4.535714285714286,0.8535857142857143,13.357142857142858,28,0.981330833145292,60,4,-1
185937,0.9704,4.0,0.9704,1.0,1,0.0,81,4,-1
171570,0.7869,3.5,0.7834333333333333,36.666666666666664,6,0.5,22,4,-1
152989,0.4404,4.764705882352941,0.5810941176470589,22.235294117647058,17,0.4241825029957634,11,5,-1
137394,0.9001,4.0,0.9001,36.0,1,0.0,12,4,-1
152970,0.296,4.0,0.296,94.0,1,0.0,54,4,-1
85815,0.8439,5.0,0.836,274.5,4,0.0,15,5,-1
144340,0.8217,4.0,0.8217,0.0,1,0.0,16,4,-1
131467,-0.4697,2.0,-0.4697,0.0,1,0.0,21,2,-1
147472,0.9607,3.0,0.97475,190.5,2,2.0,387,1,-1
74728,0.9361,4.0,0.9201,137.5,2,0.0,90,4,-1
99639,0.9493,5.0,0.9493,0.0,1,0.0,114,5,-1
140018,0.9609,4.5,0.9470000000000001,0.0,2,0.5,123,5,-1
168038,0.8797,5.0,0.6513333333333333,117.66666666666667,3,0.0,24,5,-1
53277,0.9832,4.166666666666667,0.9458416666666666,98.0,12,0.8975274678557507,97,5,-1
17032,0.9426,3.763888888888889,0.7797694444444444,30.5,72,0.6768607183895116,110,4,-1
185666,0.7506,3.5,0.7578125,26.75,8,0.7071067811865476,82,4,-1
191022,0.9631,4.5,0.91755,0.0,2,0.5,42,5,-1
134193,0.0,3.5,0.2202,0.0,2,0.5,2,4,-1
132456,0.8805,4.235294117647059,0.7245970588235293,16.058823529411764,34,0.7692174606248248,37,5,-1
33563,0.9918,3.5,0.99255,61.5,2,0.5,204,3,-1
136525,0.9507,3.6666666666666665,0.5889333333333333,90.33333333333333,3,0.9428090415820634,123,3,-1
87707,0.9994,5.0,0.9945999999999999,80.5,2,0.0,457,5,-1
69216,0.8609,2.75,0.41245,336.25,4,0.82915619758885,109,2,-1
66016,-0.2401,2.0,-0.2401,10.0,1,0.0,27,2,-1
143120,0.8945,4.384615384615385,0.7644230769230769,51.23076923076923,13,0.7378202343558029,67,5,-1
76959,0.7269,4.555555555555555,0.7331333333333334,117.11111111111111,9,0.9558139185602919,24,4,-1
57060,0.6059,3.4,0.32202000000000003,41.0,5,0.4898979485566356,28,4,-1
135725,0.9674,5.0,0.97045,0.0,2,0.0,48,5,-1
162027,0.9789,4.0,0.9789,0.0,1,0.0,89,4,-1
44362,0.9535,3.9285714285714284,0.9655785714285715,38.285714285714285,14,0.5933302759227195,205,4,-1
189614,0.9022,4.5,0.933,0.5,2,0.5,57,4,-1
43795,0.9117,3.5,0.39567,150.7,10,0.9219544457292888,54,5,-1
82749,0.9117,4.333333333333333,0.9443999999999999,324.0,3,0.4714045207910317,20,4,-1
151075,0.6908,5.0,0.6908,0.0,1,0.0,23,5,-1
80369,0.6924,5.0,0.7949,0.3333333333333333,3,0.0,7,5,-1
148040,0.7964,4.25,0.47635,68.75,4,0.82915619758885,28,4,-1
127625,0.7506,4.666666666666667,0.807,353.6666666666667,3,0.4714045207910317,13,4,-1
136608,0.9838,5.0,0.9661,220.5,2,0.0,229,5,-1
65075,0.81,3.3333333333333335,0.8510666666666666,367.3333333333333,3,0.4714045207910317,13,3,-1
179017,0.8568,4.083333333333333,0.9024208333333333,28.958333333333332,24,0.8620067027323834,38,3,-1
15721,0.501,3.75,0.4433,250.25,4,0.4330127018922193,63,4,-1
158008,0.9899,4.909090909090909,0.9496636363636365,25.727272727272727,11,0.28747978728803447,117,5,-1
103942,0.0,3.4285714285714284,0.5628142857142857,46.857142857142854,7,0.49487165930539345,11,3,-1
17061,0.9932,3.3333333333333335,0.9854666666666666,216.33333333333334,3,1.247219128924647,388,2,-1
135093,0.9637,4.5,0.9124,2.0,2,0.5,45,4,-1
144098,0.63,5.0,0.22043333333333334,202.33333333333334,3,0.0,28,5,-1
25069,0.897,4.0,0.897,0.0,1,0.0,40,4,-1
185959,0.9493,5.0,0.9493,43.0,1,0.0,33,5,-1
160885,0.9673,4.535714285714286,0.8535857142857143,13.357142857142858,28,0.981330833145292,99,5,-1
116280,0.5188,3.5,0.52935,0.0,2,1.5,140,2,-1
73494,0.937,4.666666666666667,0.7592666666666666,45.666666666666664,3,0.4714045207910317,79,5,-1
54324,-0.296,4.0,-0.296,307.0,1,0.0,22,4,-1
103755,0.8602,4.0,0.8602,161.0,1,0.0,162,4,-1
99103,0.5901,4.0,0.8246249999999999,16.75,4,0.7071067811865476,38,3,-1
115416,0.899,5.0,0.899,506.0,1,0.0,64,5,-1
41062,0.9166,4.0,0.9166,30.0,1,0.0,38,4,-1
54513,0.8096,4.363636363636363,0.6312636363636364,29.636363636363637,11,0.77138921583987,22,3,-1
150958,0.9924,1.5,0.038949999999999985,750.0,2,0.5,569,2,-1
124202,0.8157,5.0,0.8157,120.0,1,0.0,5,5,-1
159820,0.9862,4.888888888888889,0.9651555555555554,6.888888888888889,9,0.3142696805273545,115,5,-1
42651,0.85,4.25,0.901475,290.5,4,0.82915619758885,20,4,-1
2416,0.986,4.0,0.986,2357.0,1,0.0,188,4,-1
150494,-0.1521,3.0,0.2935,80.0,2,1.0,78,4,-1
83770,0.8928,5.0,0.8928,78.0,1,0.0,32,5,-1
22543,0.7931,3.6666666666666665,0.9288500000000001,112.0,6,0.4714045207910317,45,4,-1
65993,0.9363,4.0,0.9363,296.0,1,0.0,121,4,-1
171244,0.8555,4.52,0.8083440000000001,27.8,25,0.6997142273814361,37,4,-1
161596,0.9871,4.7272727272727275,0.9416454545454546,20.90909090909091,11,0.44536177141512334,69,5,-1
86206,-0.6543,4.333333333333333,0.6861666666666667,37.833333333333336,6,0.7453559924999298,142,5,-1
57324,0.7579,5.0,0.7579,0.0,1,0.0,37,5,-1
155501,0.891,4.447368421052632,0.8705105263157895,15.894736842105264,38,0.8490666213106144,84,5,-1
161293,0.8225,4.0,0.9007499999999999,198.5,2,1.0,46,3,-1
115723,0.8568,5.0,0.29886666666666667,27.333333333333332,3,0.0,37,5,-1
94962,0.6369,4.333333333333333,0.8487333333333332,0.0,3,0.4714045207910317,36,4,-1
198076,0.9773,5.0,0.9773,0.0,1,0.0,46,5,-1
174148,0.8683,4.447368421052632,0.8705105263157895,15.894736842105264,38,0.8490666213106144,43,4,-1
87578,0.8271,4.0,0.7220999999999999,0.0,3,0.816496580927726,10,3,-1
49864,0.6696,3.71875,0.4029,4.15625,32,0.5719689130538477,5,4,-1
120159,0.2263,3.0,0.2263,0.0,1,0.0,19,3,-1
123451,0.6892,2.6,0.8751,158.0,5,1.624807680927192,10,5,-1
182079,0.969,5.0,0.969,33.0,1,0.0,67,5,-1
29640,0.994,4.0,0.994,0.0,1,0.0,139,4,-1
141630,0.8858,4.8,0.88294,34.2,5,0.39999999999999997,120,4,-1
163799,0.9867,4.666666666666667,0.9204133333333334,17.066666666666666,15,0.4714045207910317,119,5,-1
108023,0.9976,4.333333333333333,0.9943333333333334,62.0,3,0.4714045207910317,265,5,-1
135467,0.9373,5.0,0.9373,3.0,1,0.0,69,5,-1
145484,0.6988,5.0,0.83885,0.0,2,0.0,9,5,-1
148144,0.9704,3.92,0.825056,4.4,25,0.6273754856543249,193,4,-1
44098,0.0,4.0,-0.4476,162.0,2,0.0,25,4,-1
43224,-0.5409,2.0,-0.72915,100.0,2,0.0,26,2,-1
195875,0.9555,4.517241379310345,0.8412931034482759,21.06896551724138,29,0.7249584841940909,80,5,-1
9814,0.981,3.0,0.981,0.0,1,0.0,154,3,-1
156513,0.9814,5.0,0.9814,319.0,1,0.0,132,5,-1
42131,0.5491,5.0,0.5491,252.0,1,0.0,85,5,-1
172486,0.9901,4.5,0.9552333333333333,29.166666666666668,6,0.5,73,4,-1
118561,0.8225,3.142857142857143,0.5623714285714285,39.285714285714285,7,1.2453996981544782,25,3,-1
28185,-0.3362,4.0,-0.3362,81.0,1,0.0,31,4,-1
150897,0.9259,4.666666666666667,0.7780333333333332,234.33333333333334,3,0.4714045207910317,35,5,-1
162361,-0.1695,3.3333333333333335,0.4716333333333333,54.333333333333336,3,1.247219128924647,4,2,-1
66865,-0.3818,1.0,-0.3818,1082.0,1,0.0,89,1,-1
166149,0.9589,3.0,0.9589,0.0,1,0.0,120,3,-1
66111,0.8655,5.0,0.8655,74.0,1,0.0,10,5,-1
99076,0.7906,2.8,0.7032700000000001,111.6,10,1.1661903789690602,27,4,-1
191097,0.9708,4.235294117647059,0.7245970588235293,16.058823529411764,34,0.7692174606248248,34,5,-1
13875,0.4215,4.0,0.4215,203.0,1,0.0,84,4,-1
149616,0.9318,3.0,0.5357799999999999,145.2,5,1.2649110640673518,52,4,-1
113111,0.7712,3.0,0.7712,68.0,1,0.0,45,3,-1
101909,0.9747,4.0,0.9747,399.0,1,0.0,96,4,-1
141351,0.9532,4.166666666666667,0.7107666666666667,88.0,6,0.6871842709362768,59,5,-1
181390,0.8807,4.4,0.6848599999999999,0.4,5,0.7999999999999999,19,4,-1
186900,0.9806,4.8,0.92073,25.2,10,0.6,92,5,-1
166947,0.8555,4.5,0.72125,82.0,2,0.5,32,5,-1
164670,0.9423,2.0,0.9423,0.0,1,0.0,104,2,-1
90600,0.9118,3.0,0.4817,131.5,2,2.0,426,1,-1
87745,0.9141,2.0,0.9141,658.0,1,0.0,48,2,-1
189457,0.8655,4.0,0.9172,91.5,2,0.0,33,4,-1
166682,0.8515,2.0,0.8515,55.0,1,0.0,339,2,-1
56375,0.9682,4.0,0.9682,100.0,1,0.0,60,4,-1
65483,0.997,4.333333333333333,0.9954999999999999,0.0,3,0.4714045207910317,253,5,-1
194964,0.9403,4.0,0.9531000000000001,2.0,2,0.0,85,4,-1
186925,0.9468,4.714285714285714,0.9521642857142857,18.0,14,0.4517539514526256,81,5,-1
15799,0.9864,3.5,0.81996,48.5,10,0.806225774829855,167,4,-1
18958,-0.8244,2.0,-0.8244,1493.0,1,0.0,148,2,-1
189925,0.9542,4.395348837209302,0.8081604651162791,13.953488372093023,43,1.0813328314011783,85,5,-1
17946,0.9148,4.0,0.9148,85.0,1,0.0,62,4,-1
61840,0.9097,3.3333333333333335,0.8510666666666666,367.3333333333333,3,0.4714045207910317,20,4,-1
53336,0.8245,3.6666666666666665,0.8269333333333333,44.0,3,0.9428090415820634,189,5,-1
51685,0.4926,3.71875,0.4029,4.15625,32,0.5719689130538477,2,4,-1
18830,-0.8996,3.0,0.004100000000000048,0.0,2,2.0,67,1,-1
90551,-0.2905,4.0,0.3106,0.0,2,1.0,28,3,-1
160201,0.7717,3.0,0.7717,298.0,1,0.0,38,3,-1
157107,0.4012,4.0,0.4012,0.0,1,0.0,46,4,-1
20665,0.992,3.375,0.9199625,197.5,8,0.9921567416492215,145,4,-1
174770,0.9531,4.617021276595745,0.8172212765957446,10.340425531914894,47,0.8135342252895815,42,5,-1
83605,0.4404,3.0,0.4404,0.0,1,0.0,22,3,-1
162056,0.9705,4.53125,0.8748625,20.0,32,0.6115745559619039,92,5,-1
27519,0.9743,4.0,0.9743,0.0,1,0.0,52,4,-1
81998,0.8834,4.666666666666667,0.7659333333333334,81.0,3,0.4714045207910317,47,5,-1
114705,0.8294,4.5,0.868,83.0,2,0.5,57,4,-1
58848,-0.5296,3.0,-0.5296,0.0,1,0.0,34,3,-1
166111,0.8881,4.410256410256411,0.8200307692307692,15.615384615384615,39,0.9532118100226208,61,5,-1
126870,0.9421,4.5,0.7835000000000001,0.0,2,0.5,54,5,-1
196784,0.9825,4.5,0.97265,0.5,2,0.5,121,5,-1
122840,0.7896,5.0,0.7896,609.0,1,0.0,16,5,-1
162451,0.6696,3.3333333333333335,0.4716333333333333,54.333333333333336,3,1.247219128924647,4,5,-1
179934,0.0,4.0,0.0,0.0,1,0.0,16,4,-1
156360,0.9932,4.5,0.9064500000000001,4.428571428571429,14,0.7319250547113999,105,5,-1
175266,0.9946,5.0,0.9641333333333333,51.333333333333336,3,0.0,211,5,-1
36284,0.6369,4.0,0.7957000000000001,0.5,2,1.0,17,3,-1
173723,0.5574,2.8,0.77098,37.4,5,1.469693845669907,53,2,-1
46995,0.802,5.0,0.802,64.0,1,0.0,11,5,-1
184018,0.7869,4.447368421052632,0.8705105263157895,15.894736842105264,38,0.8490666213106144,29,3,-1
36361,0.7236,3.0,0.7236,360.0,1,0.0,139,3,-1
145812,-0.9613,3.0,0.5357799999999999,145.2,5,1.2649110640673518,233,1,-1
82060,0.8973,3.3333333333333335,-0.10913333333333335,20.0,3,1.699673171197595,75,5,-1
137199,0.9952,4.0,0.9759333333333333,236.0,3,0.816496580927726,99,4,-1
63136,0.8906,5.0,0.7196499999999999,155.5,2,0.0,41,5,-1
68347,0.7964,5.0,0.7964,0.0,1,0.0,16,5,-1
5190,-0.8188,5.0,-0.8188,235.0,1,0.0,55,5,-1
115093,0.9944,5.0,0.9944,60.0,1,0.0,115,5,-1
125263,0.502,3.25,0.34057499999999996,34.75,4,1.7853571071357126,37,2,-1
10746,0.9742,4.0,0.87935,177.5,2,1.0,128,5,-1
121235,0.4678,4.5,0.68285,58.0,2,0.5,32,4,-1
67451,0.9851,4.2,0.98688,77.0,5,0.39999999999999997,154,5,-1
60303,0.9798,5.0,0.9798,497.0,1,0.0,71,5,-1
186530,-0.8133,1.0,-0.8133,1.0,1,0.0,58,1,-1
147128,0.54,4.5,0.44000000000000006,0.0,2,0.5,12,5,-1
7889,0.9476,4.0,0.9476,0.0,1,0.0,21,4,-1
136206,0.9718,4.0,0.9718,130.0,1,0.0,73,4,-1
69498,0.908,4.0,0.908,0.0,1,0.0,10,4,-1
38598,0.0,4.0,0.2013875,96.875,8,1.224744871391589,57,4,-1
90607,0.5719,4.0,0.5719,98.0,1,0.0,50,4,-1
174870,0.875,4.52,0.8083440000000001,27.8,25,0.6997142273814361,48,3,-1
138817,0.9175,4.0,0.9175,7.0,1,0.0,50,4,-1
188897,0.9857,4.0,0.9857,1.0,1,0.0,253,4,-1
174161,0.7537,4.535714285714286,0.8535857142857143,13.357142857142858,28,0.981330833145292,59,2,-1
96263,0.9309,2.5,0.8515999999999999,114.0,2,0.5,65,3,-1
136303,0.6696,4.0,0.6356999999999999,50.666666666666664,3,0.816496580927726,5,5,-1
165058,0.9831,4.5,0.931175,5.166666666666667,12,0.6454972243679028,70,4,-1
159358,0.9421,3.888888888888889,0.8123555555555556,27.555555555555557,9,1.1967032904743342,148,5,-1
71740,0.6369,4.0,0.7957000000000001,0.0,2,1.0,30,3,-1
113229,0.924,4.0,0.9528000000000001,283.5,2,0.0,62,4,-1
42258,0.959,4.333333333333333,0.9681000000000001,422.0,3,0.4714045207910317,40,5,-1
186581,0.9815,4.0,0.9815,48.0,1,0.0,166,4,-1
8992,0.9822,4.5,0.9079999999999999,0.0,2,0.5,259,4,-1
16737,0.9783,3.0,0.9648666666666667,31.333333333333332,3,0.816496580927726,209,3,-1
53896,-0.5437,1.0,-0.5437,183.0,1,0.0,36,1,-1
191635,0.7684,3.0,0.8127333333333334,0.0,3,0.0,27,3,-1
66949,0.9948,5.0,0.9948,76.0,1,0.0,207,5,-1
69018,0.3818,4.0,0.3818,0.0,1,0.0,28,4,-1
146482,0.587,4.5,0.72125,82.0,2,0.5,24,4,-1
120031,0.8,4.666666666666667,0.8644,171.66666666666666,3,0.4714045207910317,87,4,-1
183377,0.9898,4.5,0.9905999999999999,21.5,2,0.5,105,4,-1
83705,0.9327,4.0,0.9263,80.5,2,0.0,76,4,-1
72341,0.9501,5.0,0.9501,61.0,1,0.0,42,5,-1
161697,0.4215,4.0,0.4215,0.0,3,0.0,4,4,-1
178448,0.8074,3.875,0.44339375000000003,8.9375,16,0.9921567416492215,72,4,-1
88289,0.8451,5.0,0.8451,4.0,1,0.0,72,5,-1
78807,0.7845,4.0,0.9157000000000001,69.66666666666667,3,0.816496580927726,16,4,-1
133227,0.8116,4.0,0.8116,0.0,1,0.0,178,4,-1
114074,0.9237,4.0,0.9237,0.0,1,0.0,45,4,-1
33199,0.9657,4.5,0.94705,34.5,2,0.5,48,4,-1
11229,0.1779,3.0,0.1779,0.0,1,0.0,59,3,-1
68,0.7713,4.233333333333333,0.7646333333333334,21.0,30,0.8439325934114775,39,4,-1
184097,0.9159,4.533333333333333,0.8412666666666666,42.4,15,0.4988876515698589,56,4,-1
194839,0.9459,5.0,0.9459,1.0,1,0.0,23,5,-1
35293,0.9945,3.0,0.9373,15.0,2,1.0,248,4,-1
191171,0.8544,3.5,0.35065,2.5,2,1.5,8,5,-1
16129,0.926,4.0,0.926,132.0,1,0.0,75,4,-1
168706,0.4199,4.0,0.4199,0.0,1,0.0,56,4,-1
11320,0.9606,4.4,0.83704,17.0,5,0.48989794855663565,82,4,-1
127460,0.7874,4.375,0.80625,128.5,8,0.9921567416492215,37,5,-1
125,0.9748,4.0,0.9748,9.0,1,0.0,89,4,-1
52553,0.9698,5.0,0.9698,298.0,1,0.0,41,5,-1
38557,0.9857,4.0,0.9621666666666666,104.33333333333333,3,0.0,96,4,-1
187366,0.9966,5.0,0.9966,0.0,1,0.0,687,5,-1
52058,0.9622,4.666666666666667,0.8944333333333333,0.0,3,0.4714045207910317,18,5,-1
161507,0.9463,4.75,0.960275,38.0,8,0.4330127018922193,55,5,-1
57861,0.9671,4.0,0.9305749999999999,9.25,4,0.7071067811865476,115,4,-1
37041,0.7184,4.0,0.7617,355.0,2,1.0,31,3,-1
164691,0.9922,5.0,0.9922,55.0,1,0.0,185,5,-1
183913,0.9823,4.0,0.9823,65.0,1,0.0,191,4,-1
146568,0.0,4.764705882352941,0.5810941176470589,22.235294117647058,17,0.4241825029957634,9,5,-1
195876,0.762,4.0,0.68675,70.0,2,0.0,8,4,-1
192501,0.8658,3.0,0.4329,0.5,2,1.0,29,4,-1
148054,0.1002,3.0,0.49169999999999997,298.5,2,1.0,27,2,-1
128342,0.7676,4.066666666666666,0.6792266666666666,22.066666666666666,30,0.44221663871405315,48,4,-1
181608,0.9001,4.52,0.8083440000000001,27.8,25,0.6997142273814361,25,5,-1
66995,0.9723,4.333333333333333,0.9673333333333334,57.0,6,0.4714045207910317,41,4,-1
154942,0.6428,3.0,0.6428,0.0,1,0.0,7,3,-1
140846,0.4019,5.0,0.4019,0.0,1,0.0,19,5,-1
93554,0.988,4.333333333333333,0.9943333333333334,62.0,3,0.4714045207910317,147,4,-1
126434,0.9893,3.0,0.5357799999999999,145.2,5,1.2649110640673518,86,4,-1
28923,0.901,4.0,0.901,579.0,1,0.0,35,4,-1
114226,0.0,4.125,0.33662499999999995,64.0,8,1.0532687216470449,22,2,-1
197247,0.8906,5.0,0.8906,6.0,1,0.0,49,5,-1
13193,0.7734,4.0,0.7734,0.0,1,0.0,12,4,-1
98388,0.7906,5.0,0.887625,269.25,4,0.0,27,5,-1
161683,0.9694,4.909090909090909,0.9496636363636365,25.727272727272727,11,0.28747978728803447,110,5,-1
47957,0.8658,4.0,0.8658,633.0,1,0.0,55,4,-1
1754,0.8591,5.0,0.8591,0.0,1,0.0,55,5,-1
29628,-0.2108,5.0,0.20705,264.0,2,0.0,20,5,-1
181024,0.8402,5.0,0.8402,0.0,1,0.0,26,5,-1
137253,0.547,2.9444444444444446,0.29083333333333333,16.0,18,1.3528661846539909,170,1,-1
83874,0.9661,4.0,0.9661,383.0,1,0.0,94,4,-1
45418,0.9703,4.5,0.97285,48.0,2,0.5,259,4,-1
120035,0.9551,2.0,0.3545,10.0,3,1.4142135623730951,40,4,-1
160319,0.944,4.4324324324324325,0.7467459459459459,12.378378378378379,37,0.973723434305504,88,5,-1
161204,0.9616,4.625,0.945075,38.0,8,0.4841229182759271,77,4,-1
67125,0.8036,4.6,0.8093299999999999,106.0,10,0.48989794855663565,22,4,-1
194578,0.4003,4.0,0.55935,0.0,2,0.0,48,4,-1
70248,-0.2732,1.0,-0.2732,1088.0,1,0.0,92,1,-1
135196,0.1134,5.0,0.53425,2.0,2,0.0,30,5,-1
165994,0.9796,4.696969696969697,0.8692757575757576,18.181818181818183,33,0.521353046487432,87,4,-1
185945,0.991,4.447368421052632,0.8705105263157895,15.894736842105264,38,0.8490666213106144,77,5,-1
91611,0.4215,5.0,0.42040000000000005,218.66666666666666,3,0.0,2,5,-1
61686,0.9793,5.0,0.9793,188.0,1,0.0,65,5,-1
136423,0.7419,4.0,0.7419,0.0,1,0.0,63,4,-1
13479,0.9827,4.0,0.8943,0.0,3,0.816496580927726,63,4,-1
107898,0.7509,3.5,0.80125,0.0,2,0.5,48,3,-1
81353,0.8439,5.0,0.91005,36.5,2,0.0,13,5,-1
